72.203,0,0,0,0,1.5,0,1,1.02551,0.99997,1.00012,1,0.984437,1,1,1,0.998537,0,3.2,0,0,0,0,154.875,0,0,0,9.13697,10.376,9.13697,9.67103,9.13697,99.9985,99.9985,9.59321,9.13697,10.7971,99.2188,0.750001,19.9167,0,3.08334,3.08334,782.5,800,985.078,980,985.078,339.102,351.914,985,985.078,985.078,980,985.43,990,992.656,992.656,992.656,21.0938,0.312501,0.312501,0.390626,0.488283,20.7188,89.2969,90.75,89.3203,21.7031,554.998,44.25,0.653334,1.636,90,1.96079,-1.5,-0.0625,-0.0625,0,0,5.25,24,5.25,5.25,1,0,0,0,0,0
72.253,0,0,0,0,1.5,0,1,0.974274,0.99997,0.999665,1,0.984437,1,1,1,0.998537,0,3.2,0,0,0,0,154.875,0,0,0,9.25904,10.3867,9.25904,9.89075,9.25904,99.9985,99.9985,9.85718,9.25904,10.9802,99.2188,0.750001,19.9167,0,3.11111,3.08334,779.75,800,985.078,980,985.078,339.609,357.852,985,985.078,985.078,980,985.352,990,992.656,992.656,992.656,20.0625,0.312501,0.312501,0.410157,0.468751,20.7656,89.2969,90.75,89.3203,22.1484,554.998,44.25,0.621334,1.636,90,1.96079,-1.5,-0.109375,-0.265625,0,0,7.5,24,7.5,7.5,1,0,0,0,0,0
72.303,0,0,0,0,1.5,0,1,0.973817,0.99997,0.999207,1,0.984437,1,1,1,0.997072,0,3.2,0,0,0,0,154.875,0,0,0,9.31397,10.4065,9.31397,9.87855,9.31397,99.9985,99.9985,9.87702,9.31397,11.0321,99.2188,0.750001,19.9167,0,3.11111,3.08334,781,800,985.078,980,985.078,340,359.414,985,985.078,985.078,980,984.805,990,992.656,992.656,992.656,20.0625,0.312501,0.312501,0.410157,0.468751,20.7891,89.2969,90.75,89.3203,22.2656,554.998,44.25,0.621334,1.636,90,1.96079,-1.5,0.203125,0.203125,0,0,7.5,24,7.5,7.5,1,0,0,0,0,0
72.353,0,0,0,0,1.5,0,1,0.973878,0.99997,0.999268,1,0.984437,1,1,1,0.997072,0,3.2,0,0,0,0,154.875,0,0,0,9.30176,10.4309,9.30176,9.64967,9.30176,99.9985,99.9985,9.74427,9.30176,10.9833,99.2188,0.750001,19.9167,0,3.08334,3.11111,786.5,800,985.078,980,985.078,340.82,357.227,985,985.078,985.078,980,984.609,990,992.656,992.656,992.656,20.2969,0.312501,0.332032,0.429689,0.468751,20.8594,89.2969,90.75,89.3203,22.1016,554.452,44.25,0.626667,1.604,90,1.96079,-1.5,0.125,0.125,0,0,5.25,24,5.25,5.25,1,0,0,0,0,0
72.406,0,0,0,0,1.5,0,1,0.974396,0.99997,0.999787,1,0.984437,1,1,1,0.997072,0,3.2,0,0,0,0,154.875,0,0,0,9.30787,10.4614,9.30787,9.53065,9.30787,99.9985,99.9985,9.51081,9.30787,10.968,99.2188,0.750001,19.9445,0,3.11111,3.11111,791,800,985.078,980,985.078,340.938,356.602,985,985.078,985.078,980,984.961,990,992.656,992.656,992.656,20.1563,0.312501,0.332032,0.429689,0.468751,20.8594,89.2969,90.75,89.3203,22.0547,554.452,44.25,0.624001,1.6,90,1.96079,-1.5,-0.09375,-0.09375,0,0,3.75,24,3.75,3.75,1,0,0,0,0,0
72.462,0,0,0,0,1.5,0,1,0.975251,0.99997,1.00064,1,0.984437,1,1,1,0.997072,0,3.2,0,0,0,0,154.875,0,0,0,9.28345,10.4889,9.28345,9.25294,9.28345,99.9985,99.9985,9.43146,9.28345,10.9436,99.2188,0.750001,19.9445,0,3.19445,3.16667,801.25,800,985.078,980,985.078,341.641,355.352,985,985.078,985.078,980,984.727,990,992.656,992.656,992.656,20.1094,0.312501,0.312501,0.429689,0.488283,20.9063,89.2969,90.75,89.3203,21.9609,554.452,44.25,0.621334,1.584,90,1.96079,-1.5,0,0,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
72.512,0,0,0,0,2.25,0,1,1.02698,0.99997,1.00159,1,0.984437,1,1,1,0.998537,0,3.2,0,0,0,0,154.875,0,0,0,9.19495,10.5026,9.19495,9.1919,9.19495,99.9985,99.9985,9.23157,9.19495,10.8551,99.2188,0.833334,13.9445,0,3.19445,3.16667,802,800,985.078,980,985.078,341.836,352.461,985,985.078,985.078,980,984.297,990,992.656,992.656,992.656,20.1563,0.312501,0.312501,0.429689,0.507814,20.9297,89.2969,90.75,89.3203,21.75,553.944,44.25,0.624001,1.588,90,1.96079,-1.5,-0.046875,-0.046875,0,0,2.25,24.75,2.25,2.25,1,0,0,0,0,0
72.563,0,0,0,0,2.25,0,1,1.02698,0.99997,1.00159,1,0.984437,1,1,1,0.998537,0,3.2,0,0,0,0,154.875,0,0,0,9.1858,10.5164,9.1858,9.1858,9.1858,99.9985,99.9985,9.24531,9.1858,10.846,99.2188,0.833334,13.9445,0,3.22222,3.16667,800,800,985.078,980,985.078,342.031,352.227,985,985.078,985.078,980,983.75,990,992.656,992.656,992.656,21.1875,0.312501,0.312501,0.429689,0.507814,20.9531,89.3203,90.75,89.3203,21.7266,553.944,44.25,0.656001,1.648,90,1.96079,-1.5,-0.375,-0.375,0,0,2.25,24.75,2.25,2.25,1,0,0,0,0,0
72.613,0,0,0,0,2.25,0,1,1.02744,0.99997,1.00205,1,0.984437,1,1,1,1,0,3.2,0,0,0,0,154.875,0,0,0,9.18275,10.5194,9.18275,9.12171,9.18275,99.9985,99.9985,9.09119,9.18275,10.8429,99.2188,0.833334,13.9445,0,3.19445,3.16667,802.5,800,985.078,980,985.078,342.227,352.148,985,985.078,985.078,980,983.945,990,992.656,992.656,992.656,21.2813,0.332032,0.332032,0.410157,0.507814,20.9766,89.2969,90.75,89.3203,21.7266,553.944,44.25,0.664001,1.652,90,1.96079,-1.5,-0.03125,-0.03125,0,0,1.5,24.75,1.5,1.5,1,0,0,0,0,0
72.663,0,0,0,0,2.25,0,1,1.02799,0.99997,1.00259,1,0.984437,1,1,1,1.00171,0,3.2,0,0,0,0,154.898,0,0,0,9.17054,10.5331,9.17054,9.15223,9.17054,99.9985,99.9985,9.10645,9.17054,10.8307,99.2188,0.833334,13.9445,0,3.19445,3.16667,800.75,800,985.078,980,985.078,342.344,351.445,985,985.078,985.078,980,983.75,990,992.656,992.656,992.656,21.2813,0.332032,0.332032,0.410157,0.507814,20.9766,89.3203,90.75,89.3203,21.6797,553.944,44.25,0.658667,1.644,90,1.96079,-1.5,0.140625,0.140625,0,0,1.5,24.75,1.5,1.5,1,0,0,0,0,0
72.713,0,0,0,0,2.25,0,1,1.02695,0.99997,1.00156,1,0.984437,1,1,1,1.00171,0,3.2,0,0,0,0,154.898,0,0,0,9.17359,10.5377,9.17359,9.09424,9.17359,99.9985,99.9985,9.00117,9.17359,10.8337,99.2188,0.833334,13.9445,0,3.19445,3.16667,803,800,985.078,980,985.078,342.344,351.758,985,985.078,985.078,980,983.359,990,992.656,992.656,992.656,21.2813,0.312501,0.351563,0.410157,0.527345,20.9766,89.3203,90.75,89.3203,21.7031,553.436,44.25,0.658667,1.644,90,1.96079,-1.5,0.046875,0.046875,0,0,0.75,24.75,0.75,0.75,1,0,0,0,0,0
72.763,0,0,0,0,2.25,0,1,1.02618,0.99997,1.00079,1,0.984437,1,1,1,1.00171,0,3.2,0,0,0,0,154.898,0,0,0,9.14612,10.5438,9.14612,8.99354,9.14612,99.9985,99.9985,9.00574,9.14612,10.8063,99.2188,0.833334,13.9445,0,3.19445,3.16667,806.25,800,985.078,980,985.078,342.188,350.352,985,985.078,985.078,980,982.93,990,992.656,992.656,992.656,21.2344,0.312501,0.351563,0.410157,0.527345,20.9766,89.2969,90.75,89.3203,21.6094,553.436,44.25,0.656001,1.672,90,1.96079,-1.5,0.140625,0.140625,0,0,0,24.75,0,0,1,0,0,0,0,0
72.813,0,0,0,0,3,0,1,0.975342,0.99997,1.00073,1,0.984437,1,1,1,1.00171,0,3.2,0,0,0,0,154.898,0,0,0,9.10645,10.5331,9.10645,9.1034,9.10645,99.9985,99.9985,9.00727,9.10645,10.7666,99.2188,0.833334,13.9445,0,3.19445,3.16667,800.25,800,985.078,980,985.078,342.305,349.375,985,985.078,985.078,980,982.383,990,992.656,992.656,992.656,21.2344,0.312501,0.351563,0.390626,0.507814,21,89.3203,90.75,89.3203,21.5391,553.436,44.25,0.656001,1.672,90,1.96079,-1.5,0.234375,0.234375,0,0,0.75,24.75,0.75,0.75,1,0,0,0,0,0
72.863,0,0,0,0,3,0,1,0.974824,0.99997,1.00021,1,0.984437,1,1,1,1,0,3.2,0,0,0,0,154.875,0,0,0,9.15528,10.5209,9.15528,9.2682,9.15528,99.9985,99.9985,9.35517,9.15528,10.8154,99.2188,0.833334,19.9445,0,3.11111,3.13889,795.25,800,985.078,980,985.078,342.305,351.875,985,985.078,985.078,980,982.305,990,992.656,992.656,992.656,20.2969,0.312501,0.351563,0.390626,0.507814,21,89.3203,90.75,89.3203,21.7031,553.436,44.25,0.626667,1.628,90,1.96079,-1.5,-0.15625,-0.15625,0,0,2.25,24,2.25,2.25,1,0,0,0,0,0
72.913,0,0,0,0,1.5,0,1,0.974885,0.99997,1.00028,1,0.984437,1,1,1,1,0,3.2,0,0,0,0,154.875,0,0,0,9.18885,10.524,9.18885,9.23768,9.18885,99.9985,99.9985,9.25294,9.18885,10.849,99.2188,0.750001,19.9445,0,3.19445,3.16667,798,800,985.078,980,985.078,342.539,352.539,985,985.078,985.078,980,982.031,990,992.656,992.656,992.656,20.1563,0.292969,0.351563,0.371095,0.507814,20.9766,89.2734,90.75,89.3203,21.75,552.909,44.25,0.621334,1.624,90,1.96079,-1.5,-0.109375,-0.109375,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
72.963,0,0,0,0,1.5,0,1,0.974946,0.99997,1.00034,1,0.984437,1,1,1,1,0,3.2,0,0,0,0,154.875,0,0,0,9.17664,10.5255,9.17664,9.24988,9.17664,99.9985,99.9985,9.25446,9.17664,10.8368,99.2188,0.750001,19.9445,0,3.19445,3.16667,797,800,985.078,980,985.078,342.813,352.227,985,985.078,985.078,980,981.445,990,992.656,992.656,992.656,20.2969,0.292969,0.351563,0.371095,0.507814,21,89.2969,90.75,89.3203,21.7266,552.909,44.25,0.626667,1.604,90,1.96079,-1.5,0.046875,0.046875,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
73.013,0,0,0,0,1.5,0,1,0.976472,0.99997,1.00186,1,0.984437,1,1,1,1,0,3.2,0,0,0,0,154.875,0,0,0,9.18275,10.5209,9.18275,9.29261,9.18275,99.9985,99.9985,9.24988,9.18275,10.8429,99.2188,0.750001,19.9445,0,3.19445,3.13889,795.25,800,985.078,980,985.078,342.813,352.852,985,985.078,985.078,980,980.82,990,992.656,992.656,992.656,20.1563,0.273438,0.332032,0.371095,0.488283,21,89.2969,90.75,89.3203,21.7734,552.909,44.25,0.624001,1.6,90,1.96079,-1.5,-0.109375,-0.109375,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
73.063,0,0,0,0,1.5,0,1,0.977753,0.99997,1.00314,1,0.984437,1,1,1,1.00171,0,3.2,0,0,0,0,154.875,0,0,0,9.20106,10.5255,9.20106,9.23157,9.20106,99.9985,99.9985,9.25294,9.20106,10.8612,99.2188,0.750001,19.9167,0,3.11111,3.13889,798.75,800,985.078,980,985.078,342.383,352.852,985,985.078,985.078,970,979.648,990,992.656,992.656,992.656,20.25,0.273438,0.332032,0.371095,0.488283,20.9766,89.2969,90.75,89.3203,21.7734,552.909,44.25,0.626667,1.604,90,1.96079,-1.5,0.0625,0.0625,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
73.113,0,0,0,0,2.25,0,1,1.02872,0.99997,1.00333,1,0.984437,1,1,1,1.00171,0,3.2,0,0,0,0,154.875,0,0,0,9.17359,10.527,9.17359,9.22852,9.17359,99.9985,99.9985,9.25599,9.17359,10.8337,99.2188,0.750001,19.9167,0,3.11111,3.13889,798.25,800,985.078,980,985.078,342.344,352.227,985,985.078,985.078,970,979.844,990,992.656,992.656,992.656,20.2031,0.273438,0.332032,0.351563,0.488283,20.9766,89.2969,90.75,89.3203,21.7266,552.381,44.25,0.624001,1.6,90,1.96079,-1.5,0.203125,0.203125,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
73.163,0,0,0,0,2.25,0,1,1.02942,0.99997,1.00403,1,0.984437,1,1,1,1.00366,0,3.2,0,0,0,0,154.875,0,0,0,9.17969,10.5148,9.17969,9.35975,9.17969,99.9985,99.9985,9.24378,9.17969,10.8399,99.2188,0.750001,19.9445,0,3.19445,3.13889,792.5,800,985.078,980,985.078,342.539,352.539,985,985.078,985.078,970,979.805,990,992.656,992.656,992.656,21.3281,0.273438,0.332032,0.351563,0.488283,20.9766,89.2969,90.75,89.3203,21.75,552.381,44.25,0.658667,1.652,90,1.96079,-1.5,-0.15625,-0.15625,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
73.213,0,0,0,0,1.5,0,1,1.02908,0.99997,1.00369,1,0.984437,1,1,1,1.00488,0,3.2,0,0,0,0,154.875,0,0,0,9.33228,10.5118,9.33228,9.81751,9.33228,99.9985,99.9985,9.71375,9.33228,11.0169,99.2188,0.750001,19.9167,0,3.11111,3.11111,783.25,800,985.078,980,985.078,343.32,358.789,985,985.078,985.078,970,978.867,990,992.656,992.656,992.656,21.5625,0.292969,0.332032,0.332032,0.488283,21.0469,89.2969,90.75,89.3203,22.2188,552.381,44.25,0.666667,1.688,90,1.96079,-1.5,0.109375,0.109375,0,0,5.25,24,5.25,5.25,1,0,0,0,0,0
73.263,0,0,0,0,1.5,0,1,1.02957,0.99997,1.00418,1,0.984437,1,1,1,1.00611,0,3.2,0,0,0,0,154.875,0,0,0,9.3567,10.5286,9.3567,9.84193,9.3567,99.9985,99.9985,9.81904,9.3567,11.0413,99.2188,0.750001,19.9445,0,3.11111,3.13889,783.25,800,985.078,980,985.078,343.75,359.414,985,985.078,985.078,970,978.672,990,992.656,992.656,992.656,21.5625,0.292969,0.332032,0.332032,0.488283,21.0703,89.2969,90.75,89.3203,22.2656,552.381,44.25,0.666667,1.688,90,1.96079,-1.5,0.015625,0.015625,0,0,6,24,6,6,1,0,0,0,0,0
73.313,0,0,0,0,1.5,0,1,1.02945,0.99997,1.00406,1,0.984437,1,1,1,1.00488,0,3.2,0,0,0,0,154.875,0,0,0,9.39027,10.5393,9.39027,9.69849,9.39027,99.9985,99.9985,9.68629,9.39027,11.0504,99.2188,0.750001,19.9167,0,3.11111,3.11111,787.75,800,985.078,980,985.078,343.711,359.414,985,985.078,985.078,970,978.984,990,992.656,992.656,992.656,21.4219,0.312501,0.351563,0.332032,0.468751,21.0703,89.2969,90.75,89.3203,22.2656,551.854,44.25,0.664001,1.684,90,1.96079,-1.5,-0.234375,-0.234375,0,0,4.5,24,4.5,4.5,1,0,0,0,0,0
73.363,0,0,0,0,1.5,0,1,1.02783,0.99997,1.00244,1,0.984437,1,1,1,1.00171,0,3.2,0,0,0,0,154.875,0,0,0,9.3628,10.5393,9.3628,9.22852,9.3628,99.9985,99.9985,9.47571,9.3628,11.023,99.2188,0.750001,19.9167,0,3.11111,3.11111,805.5,800,985.078,980,985.078,342.578,357.852,985,985.078,985.078,970,978.438,990,992.656,992.656,992.656,21.1875,0.312501,0.351563,0.332032,0.468751,20.9766,89.2969,90.75,89.3203,22.1484,551.854,44.25,0.656001,1.66,90,1.96079,-1.5,0.109375,0.109375,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
73.413,0,0,0,0,3,0,1,0.976533,0.99997,1.00192,1,0.984437,1,1,1,1,0,3.2,0,0,0,0,154.898,0,0,0,9.20716,10.5545,9.20716,9.02711,9.20716,99.9985,99.9985,9.00574,9.20716,10.8673,99.2188,0.833334,13.9445,0,3.11111,3.13889,810.75,800,985.078,980,985.078,342.031,351.953,985,985.078,985.078,970,978.242,990,992.656,992.656,992.656,21.2344,0.312501,0.351563,0.351563,0.488283,20.9766,89.2969,90.75,89.3203,21.7266,551.854,44.25,0.656001,1.66,90,1.96079,-1.5,0.171875,0.171875,0,0,0.75,24.75,0.75,0.75,1,0,0,0,0,0
73.463,0,0,0,0,3,0,1,0.977021,0.99997,1.00241,1,0.984437,1,1,1,1,0,3.2,0,0,0,0,154.898,0,0,0,9.14612,10.527,9.14612,8.86841,9.14612,99.9985,99.9985,8.88673,9.14612,10.8063,99.2188,0.833334,13.9445,0,3.16667,3.13889,813.5,800,985.078,980,985.078,341.367,349.609,985,985.078,985.078,970,978.32,990,992.656,992.656,992.656,20.0156,0.312501,0.351563,0.351563,0.488283,20.9297,89.3203,90.75,89.3203,21.5859,551.854,44.25,0.618667,1.592,90,1.96079,-1.5,-0.078125,-0.078125,0,0,0,24.75,0,0,1,0,0,0,0,0
73.513,0,0,0,0,2.25,0,1,0.977204,0.99997,1.00259,1,0.984437,1,1,1,1,0,3.2,0,0,0,0,154.898,0,0,0,9.06068,10.5316,9.06068,8.65174,9.06068,99.9985,99.9985,8.73261,9.06068,10.7208,99.2188,0.833334,13.9445,0,3.16667,3.16667,816.75,800,985.078,980,985.078,340.234,346.68,985,985.078,985.078,970,977.852,990,992.656,992.656,992.656,20.0156,0.332032,0.351563,0.371095,0.488283,20.8828,89.3438,90.75,89.3203,21.375,551.346,44.25,0.618667,1.584,90,1.96079,-1.5,0.140625,0.140625,0,0,-1.5,24.75,-1.5,-1.5,1,0,0,0,0,0
73.563,0,0,0,0,2.25,0,1,0.977753,0.99997,1.00314,1,0.984437,1,1,1,1.00171,0,3.2,0,0,0,0,154.898,0,0,0,9.02711,10.5057,9.02711,8.75855,9.02711,99.9985,99.9985,8.7204,9.02711,10.6873,99.2188,0.833334,13.9445,0,3.16667,3.13889,811,800,985.078,980,985.078,339.805,345.703,985,985.078,985.078,970,977.734,990,992.656,992.656,992.656,20.0156,0.332032,0.351563,0.371095,0.488283,20.8594,89.3203,90.75,89.3203,21.3047,551.346,44.25,0.618667,1.584,90,1.96079,-1.5,0.140625,0.140625,0,0,-0.75,24.75,-0.75,-0.75,1,0,0,0,0,0
73.613,0,0,0,0,1.5,0,1,0.979096,0.99997,1.00449,1,0.984437,1,1,1,1.00611,0,3.2,0,0,0,0,154.875,0,0,0,9.05457,10.4736,9.05457,9.1034,9.05457,99.9985,99.9985,9.20869,9.05457,10.7147,99.2188,0.750001,19.9445,0,3.16667,3.16667,796.5,800,985.078,980,985.078,340.234,348.477,985,985.078,985.078,970,977.578,990,992.656,992.656,992.656,20.1563,0.332032,0.371095,0.371095,0.468751,20.8828,89.3438,90.75,89.3203,21.4453,551.346,45,0.624001,1.592,90,1.96079,-1.5,-0.109375,-0.109375,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
73.663,0,0,0,0,1.5,0,1,0.980622,0.99997,1.00601,1,0.984437,1,1,1,1.01001,0,3.2,0,0,0,0,154.875,0,0,0,9.18275,10.4508,9.18275,9.64661,9.18275,99.9985,99.9985,9.39637,9.18275,10.8643,99.2188,0.750001,19.9445,0,3.16667,3.13889,784,800,985.078,980,985.078,341.758,354.102,985,985.078,985.078,970,977.578,990,992.656,992.656,992.656,20.25,0.332032,0.371095,0.371095,0.468751,20.9297,89.2266,90.75,89.3203,21.8672,551.346,45,0.626667,1.596,90,1.96079,-1.5,0.046875,0.046875,0,0,4.5,24,4.5,4.5,1,0,0,0,0,0
73.713,0,0,0,0,2.25,0,1,1.03079,0.99997,1.0054,1,0.984437,1,1,1,1.00855,0,3.2,0,0,0,0,154.875,0,0,0,9.32313,10.4874,9.32313,9.92432,9.32313,99.9985,99.9985,9.82514,9.32313,11.0077,99.2188,0.750001,19.9167,0,3.16667,3.13889,780.25,800,985.078,980,985.078,342.539,358.789,985,985.078,985.078,970,977.266,990,992.656,992.656,992.656,20.3438,0.332032,0.371095,0.390626,0.44922,20.9766,89.2969,90.75,89.3203,22.2188,550.838,45,0.629334,1.6,90,1.96079,-1.5,0.1875,0.1875,0,0,6.75,24,6.75,6.75,1,0,0,0,0,0
73.763,0,0,0,0,2.25,0,1,1.03104,0.99997,1.00565,1,0.984437,1,1,1,1.00855,0,3.84,0,0,0,0,156.023,0,0,0,9.38416,10.4996,9.38416,10.08,9.38416,99.9985,99.9985,10.0708,9.38416,11.145,99.2188,0.750001,19.9445,0,3.13889,3.13889,777.75,800,985.078,980,985.078,343.32,360.664,985,985.078,985.078,970,976.836,990,992.656,992.656,992.656,21.4219,0.332032,0.371095,0.390626,0.44922,21.0469,89.9531,90.75,89.3203,22.5234,550.838,45,0.664001,1.7,90,1.96079,-1.5,-0.109375,-0.109375,0,0,9,24,9,9,1,0,0,0,0,0
73.813,0,0,0,0,1.5,0,1,1.03143,0.99997,1.00604,1,0.984437,1,1,1,1.00855,0,3.84,0,0,0,0,156.023,0,0,0,9.4452,10.6033,9.4452,9.82972,9.4452,99.9985,99.9985,10.2219,9.4452,11.2,99.2188,0.750001,19.9445,0,3.13889,3.11111,786,800,985.078,980,985.078,343.711,362.539,985,985.078,985.078,970,976.836,990,992.656,992.656,992.656,21.7031,0.351563,0.351563,0.410157,0.44922,21.2344,89.2969,90.75,89.3203,22.6641,550.838,45,0.677334,1.684,90,1.96079,-1.5,0.140625,0.140625,0,0,5.25,24,5.25,5.25,1,0,0,0,0,0
73.863,0,0,0,0,1.5,0,1,1.03149,0.99997,1.0061,1,0.984437,1,1,1,1.00733,0,3.84,0,0,0,0,156.023,0,0,0,9.40247,10.6094,9.40247,9.67103,9.40247,99.9985,99.9985,9.64051,9.40247,11.084,99.2188,0.750001,19.9445,0,3.16667,3.16667,789,800,985.078,980,985.078,343.945,358.203,985,985.078,985.078,970,976.445,990,992.656,992.656,992.656,21.7969,0.351563,0.351563,0.410157,0.44922,21.2344,89.2969,90.75,89.3203,22.3359,550.838,45,0.674668,1.688,90,1.96079,-1.5,0.171875,0.171875,0,0,3.75,24,3.75,3.75,1,0,0,0,0,0
73.913,0,0,0,0,1.5,0,1,1.03177,0.99997,1.00638,1,0.984437,1,1,1,1.00733,0,3.84,0,0,0,0,156.023,0,0,0,9.39027,10.6217,9.39027,9.52454,9.39027,99.9985,99.9985,9.44367,9.39027,11.0504,99.2188,0.750001,19.9445,0,3.19445,3.16667,794.5,800,985.078,980,985.078,343.945,356.953,985,985.078,985.078,970,976.328,990,992.656,992.656,992.656,21.6563,0.371095,0.371095,0.410157,0.429689,21.2344,89.2969,90.75,89.3203,22.2422,550.33,45,0.669334,1.68,90,1.96079,-1.5,-0.1875,-0.1875,0,0,2.25,24,2.25,2.25,1,0,0,0,0,0
73.963,0,0,0,0,1.5,0,1,1.03116,0.99997,1.00577,1,0.984437,1,1,1,1.00611,0,3.84,0,0,0,0,156.047,0,0,0,9.33839,10.6445,9.33839,9.07593,9.33839,99.9985,99.9985,9.09272,9.33839,10.9985,99.2188,0.750001,13.9722,0,3.19445,3.16667,810.75,800,985.078,980,985.078,342.852,354.492,985,985.078,985.078,970,976.094,990,992.656,992.656,992.656,21.4688,0.371095,0.371095,0.410157,0.429689,21.1875,89.2969,90.75,89.3203,22.0781,550.33,45,0.666667,1.652,90,1.96079,-1.5,0,0,0,0,0,24.75,0,0,1,0,0,0,0,0
74.013,0,0,0,0,3,0,1,0.980286,0.99997,1.00568,1,0.984437,1,1,1,1.00488,0,3.84,0,0,0,0,156.047,0,0,0,9.1858,10.6415,9.1858,8.96912,9.1858,99.9985,99.9985,8.98286,9.1858,10.846,99.2188,0.833334,13.9722,0,3.13889,3.19445,811.25,800,985.078,980,985.078,342.5,348.906,985,985.078,985.078,970,975.703,990,992.656,992.656,992.656,21.4688,0.371095,0.371095,0.410157,0.429689,21.1875,89.3203,90.75,89.3203,21.6797,550.33,45,0.664001,1.652,90,1.96079,-1.5,0.140625,0.140625,0,0,0,24.75,0,0,1,0,0,0,0,0
74.063,0,0,0,0,3,0,1,0.980317,0.99997,1.00571,1,0.984437,1,1,1,1.00366,0,3.84,0,0,0,0,156.047,0,0,0,9.16138,10.6186,9.16138,8.96302,9.16138,99.9985,99.9985,8.96455,9.16138,10.8215,99.2188,0.833334,13.9722,0,3.16667,3.19445,808.75,800,985.078,980,985.078,342.227,348.398,985,985.078,985.078,970,976.445,990,992.656,992.656,992.656,20.4375,0.371095,0.371095,0.410157,0.429689,21.1641,89.3438,90.75,89.3203,21.6328,550.33,45,0.632001,1.612,90,1.96079,-1.5,-0.03125,-0.03125,0,0,0,24.75,0,0,1,0,0,0,0,0
74.113,0,0,0,0,2.25,0,1,0.981232,0.99997,1.00662,1,0.984437,1,1,1,1.00488,0,3.84,0,0,0,0,156.047,0,0,0,9.14002,10.6049,9.14002,8.81653,9.14002,99.9985,99.9985,8.79365,9.14002,10.8002,99.2188,0.833334,13.9445,0,3.11111,3.16667,813.25,800,985.078,980,985.078,341.094,347.344,985,985.078,985.078,970,976.875,990,992.656,992.656,992.656,20.3438,0.371095,0.351563,0.429689,0.429689,21.0703,89.2969,90.75,89.3203,21.5625,549.823,45,0.629334,1.608,90,1.96079,-1.5,0.25,0.25,0,0,-0.75,24.75,-0.75,-0.75,1,0,0,0,0,0
74.163,0,0,0,0,2.25,0,1,0.981507,0.99997,1.0069,1,0.984437,1,1,1,1.00611,0,3.84,0,0,0,0,156.047,0,0,0,9.09424,10.5713,9.09424,8.83179,9.09424,99.9985,99.9985,8.78297,9.09424,10.7544,99.2188,0.833334,13.9722,0,3.13889,3.16667,810.75,800,985.078,980,985.078,340.664,345.977,985,985.078,985.078,970,977.695,990,992.656,992.656,992.656,20.2969,0.371095,0.351563,0.429689,0.429689,21.0469,89.3203,90.75,89.3203,21.4688,549.823,45,0.626667,1.604,90,1.96079,-1.5,0.234375,0.234375,0,0,-0.75,24.75,-0.75,-0.75,1,0,0,0,0,0
74.213,0,0,0,0,2.25,0,1,0.982362,0.99997,1.00775,1,0.984437,1,1,1,1.00733,0,3.84,0,0,0,0,156.023,0,0,0,9.09424,10.5896,9.09424,9.00574,9.09424,99.9985,99.9985,8.94013,9.09424,10.7544,99.2188,0.833334,13.9722,0,3.13889,3.22222,803.75,800,985.078,980,985.078,341.094,347.109,985,985.078,985.078,970,978.32,990,992.656,992.656,992.656,20.625,0.390626,0.371095,0.429689,0.44922,21.0938,89.3203,90.75,89.3203,21.5156,549.823,45,0.637334,1.62,90,1.96079,-1.5,-0.1875,-0.1875,0,0,0,24.75,0,0,1,0,0,0,0,0
74.263,0,0,0,0,2.25,0,1,0.983399,0.99997,1.00879,1,0.984437,1,1,1,1.00855,0,3.84,0,0,0,0,156.023,0,0,0,9.14612,10.5606,9.14612,9.35975,9.14612,99.9985,99.9985,9.12629,9.14612,10.8063,99.2188,0.833334,19.9722,0,3.16667,3.22222,791.25,800,985.078,980,985.078,342.383,349.219,985,985.078,985.078,970,979.336,990,992.656,992.656,992.656,20.6719,0.390626,0.371095,0.429689,0.44922,21.1172,89.2734,90.75,89.3203,21.6563,549.823,45,0.634667,1.648,90,1.96079,-1.5,0.015625,0.015625,0,0,1.5,24,1.5,1.5,1,0,0,0,0,0
74.313,0,0,0,0,1.5,0,1,1.03452,0.99997,1.00913,1,0.984437,1,1,1,1.00855,0,3.84,0,0,0,0,156.023,0,0,0,9.25904,10.5988,9.25904,9.66798,9.25904,99.9985,99.9985,9.60236,9.25904,10.9192,99.2188,0.750001,19.9722,0,3.19445,3.22222,783.75,800,985.078,980,985.078,343.555,353.555,985,985.078,985.078,980,980.273,990,992.656,992.656,992.656,20.7656,0.390626,0.371095,0.44922,0.429689,21.2109,89.2969,90.75,89.3203,21.9844,549.295,45,0.640001,1.652,90,1.96079,-1.5,-0.125,-0.125,0,0,3.75,24,3.75,3.75,1,0,0,0,0,0
